,Year,Month,State,Units
48,2016,September,HI,175
49,2016,September,OR,653
50,2016,September,WA,2727
0,2016,October,CT,187
1,2016,October,ME,0
2,2016,October,MA,310
3,2016,October,NH,85
4,2016,October,RI,0
5,2016,October,VT,15
6,2016,October,NJ,669
7,2016,October,NY,1293
8,2016,October,PA,597
9,2016,October,IL,2118
10,2016,October,IN,509
11,2016,October,MI,1006
12,2016,October,OH,438
13,2016,October,WI,770
14,2016,October,IA,294
15,2016,October,KS,96
16,2016,October,MN,1164
17,2016,October,MO,969
18,2016,October,NE,368
19,2016,October,ND,194
20,2016,October,SD,116
21,2016,October,DE,92
22,2016,October,DC,647
23,2016,October,FL,4417
24,2016,October,GA,1828
25,2016,October,MD,179
26,2016,October,NC,1342
27,2016,October,SC,237
28,2016,October,VA,259
29,2016,October,WV,65
30,2016,October,AL,262
31,2016,October,KY,393
32,2016,October,MS,14
33,2016,October,TN,561
34,2016,October,AR,22
35,2016,October,LA,129
36,2016,October,OK,60
37,2016,October,TX,3395
38,2016,October,AZ,248
39,2016,October,CO,2372
40,2016,October,ID,115
41,2016,October,MN,143
42,2016,October,NV,164
43,2016,October,NM,23
44,2016,October,UT,1446
45,2016,October,WY,5
46,2016,October,AK,16
47,2016,October,CA,4149
48,2016,October,HI,0
49,2016,October,OR,562
50,2016,October,WA,2302
0,2016,November,CT,47
1,2016,November,ME,29
2,2016,November,MA,442
3,2016,November,NH,126
4,2016,November,RI,6
5,2016,November,VT,19
6,2016,November,NJ,885
7,2016,November,NY,1853
8,2016,November,PA,489
9,2016,November,IL,417
10,2016,November,IN,215
11,2016,November,MI,487
12,2016,November,OH,330
13,2016,November,WI,246
14,2016,November,IA,710
15,2016,November,KS,48
16,2016,November,MN,1249
17,2016,November,MO,645
18,2016,November,NE,173
19,2016,November,ND,154
20,2016,November,SD,113
21,2016,November,DE,42
22,2016,November,DC,0
23,2016,November,FL,2863
24,2016,November,GA,929
25,2016,November,MD,181
26,2016,November,NC,1345
27,2016,November,SC,539
28,2016,November,VA,766
29,2016,November,WV,44
30,2016,November,AL,146
31,2016,November,KY,460
32,2016,November,MS,58
33,2016,November,TN,307
34,2016,November,AR,15
35,2016,November,LA,57
36,2016,November,OK,5
37,2016,November,TX,4581
38,2016,November,AZ,1151
39,2016,November,CO,1983
40,2016,November,ID,131
41,2016,November,MN,45
42,2016,November,NV,111
43,2016,November,NM,243
44,2016,November,UT,1088
45,2016,November,WY,5
46,2016,November,AK,16
47,2016,November,CA,3762
48,2016,November,HI,120
49,2016,November,OR,658
50,2016,November,WA,2024
0,2016,December,CT,32
1,2016,December,ME,21
2,2016,December,MA,354
3,2016,December,NH,217
4,2016,December,RI,0
5,2016,December,VT,61
6,2016,December,NJ,1656
7,2016,December,NY,2606
8,2016,December,PA,266
9,2016,December,IL,609
10,2016,December,IN,232
11,2016,December,MI,254
12,2016,December,OH,166
13,2016,December,WI,247
14,2016,December,IA,371
15,2016,December,KS,46
16,2016,December,MN,1131
17,2016,December,MO,676
18,2016,December,NE,247
19,2016,December,ND,117
20,2016,December,SD,157
21,2016,December,DE,28
22,2016,December,DC,347
23,2016,December,FL,3636
24,2016,December,GA,1210
25,2016,December,MD,93
26,2016,December,NC,695
27,2016,December,SC,154
28,2016,December,VA,345
29,2016,December,WV,14
30,2016,December,AL,118
31,2016,December,KY,185
32,2016,December,MS,44
33,2016,December,TN,1363
34,2016,December,AR,264
35,2016,December,LA,23
36,2016,December,OK,12
37,2016,December,TX,3439
38,2016,December,AZ,1437
39,2016,December,CO,1124
40,2016,December,ID,102
41,2016,December,MN,48
42,2016,December,NV,1083
43,2016,December,NM,24
44,2016,December,UT,331
45,2016,December,WY,0
46,2016,December,AK,16
47,2016,December,CA,5127
48,2016,December,HI,6
49,2016,December,OR,348
50,2016,December,WA,2114
0,2017,January,CT,129
1,2017,January,ME,31
2,2017,January,MA,282
3,2017,January,NH,17
4,2017,January,RI,5
5,2017,January,VT,14
6,2017,January,NJ,1174
7,2017,January,NY,3787
8,2017,January,PA,333
9,2017,January,IL,201
10,2017,January,IN,247
11,2017,January,MI,475
12,2017,January,OH,1050
13,2017,January,WI,225
14,2017,January,IA,159
15,2017,January,KS,69
16,2017,January,MN,952
17,2017,January,MO,341
18,2017,January,NE,95
19,2017,January,ND,42
20,2017,January,SD,152
21,2017,January,DE,37
22,2017,January,DC,130
23,2017,January,FL,3825
24,2017,January,GA,1469
25,2017,January,MD,121
26,2017,January,NC,836
27,2017,January,SC,433
28,2017,January,VA,547
29,2017,January,WV,62
30,2017,January,AL,181
31,2017,January,KY,179
32,2017,January,MS,440
33,2017,January,TN,128
34,2017,January,AR,144
35,2017,January,LA,34
36,2017,January,OK,221
37,2017,January,TX,5696
38,2017,January,AZ,705
39,2017,January,CO,1616
40,2017,January,ID,17
41,2017,January,MN,17
42,2017,January,NV,489
43,2017,January,NM,17
44,2017,January,UT,441
45,2017,January,WY,0
46,2017,January,AK,10
47,2017,January,CA,2190
48,2017,January,HI,72
49,2017,January,OR,757
50,2017,January,WA,1157
0,2017,February,CT,49
1,2017,February,ME,23
2,2017,February,MA,282
3,2017,February,NH,109
4,2017,February,RI,0
5,2017,February,VT,10
6,2017,February,NJ,996
7,2017,February,NY,1112
8,2017,February,PA,392
9,2017,February,IL,1145
10,2017,February,IN,479
11,2017,February,MI,755
12,2017,February,OH,321
13,2017,February,WI,447
14,2017,February,IA,216
15,2017,February,KS,286
16,2017,February,MN,702
17,2017,February,MO,248
18,2017,February,NE,308
19,2017,February,ND,117
20,2017,February,SD,139
21,2017,February,DE,73
22,2017,February,DC,215
23,2017,February,FL,2066
24,2017,February,GA,862
25,2017,February,MD,120
26,2017,February,NC,1584
27,2017,February,SC,317
28,2017,February,VA,140
29,2017,February,WV,11
30,2017,February,AL,68
31,2017,February,KY,211
32,2017,February,MS,14
33,2017,February,TN,670
34,2017,February,AR,171
35,2017,February,LA,43
36,2017,February,OK,112
37,2017,February,TX,3761
38,2017,February,AZ,254
39,2017,February,CO,1155
40,2017,February,ID,35
41,2017,February,MN,0
42,2017,February,NV,115
43,2017,February,NM,13
44,2017,February,UT,187
45,2017,February,WY,0
46,2017,February,AK,7
47,2017,February,CA,2056
48,2017,February,HI,0
49,2017,February,OR,337
50,2017,February,WA,1235
0,2017,March,CT,162
1,2017,March,ME,38
2,2017,March,MA,1213
3,2017,March,NH,58
4,2017,March,RI,0
5,2017,March,VT,121
6,2017,March,NJ,856
7,2017,March,NY,2283
8,2017,March,PA,1061
9,2017,March,IL,593
10,2017,March,IN,23
11,2017,March,MI,526
12,2017,March,OH,189
13,2017,March,WI,403
14,2017,March,IA,471
15,2017,March,KS,69
16,2017,March,MN,1091
17,2017,March,MO,213
18,2017,March,NE,225
19,2017,March,ND,0
20,2017,March,SD,112
21,2017,March,DE,100
22,2017,March,DC,206
23,2017,March,FL,1577
24,2017,March,GA,1126
25,2017,March,MD,447
26,2017,March,NC,1920
27,2017,March,SC,219
28,2017,March,VA,800
29,2017,March,WV,83
30,2017,March,AL,120
31,2017,March,KY,134
32,2017,March,MS,27
33,2017,March,TN,930
34,2017,March,AR,29
35,2017,March,LA,55
36,2017,March,OK,0
37,2017,March,TX,4386
38,2017,March,AZ,928
39,2017,March,CO,1249
40,2017,March,ID,118
41,2017,March,MN,109
42,2017,March,NV,204
43,2017,March,NM,21
44,2017,March,UT,835
45,2017,March,WY,8
46,2017,March,AK,14
47,2017,March,CA,4918
48,2017,March,HI,40
49,2017,March,OR,547
50,2017,March,WA,1405
0,2017,April,CT,42
1,2017,April,ME,79
2,2017,April,MA,247
3,2017,April,NH,28
4,2017,April,RI,0
5,2017,April,VT,15
6,2017,April,NJ,791
7,2017,April,NY,2955
8,2017,April,PA,367
9,2017,April,IL,1855
10,2017,April,IN,446
11,2017,April,MI,479
12,2017,April,OH,202
13,2017,April,WI,314
14,2017,April,IA,325
15,2017,April,KS,110
16,2017,April,MN,468
17,2017,April,MO,364
18,2017,April,NE,114
19,2017,April,ND,154
20,2017,April,SD,138
21,2017,April,DE,154
22,2017,April,DC,333
23,2017,April,FL,3794
24,2017,April,GA,235
25,2017,April,MD,421
26,2017,April,NC,244
27,2017,April,SC,223
28,2017,April,VA,451
29,2017,April,WV,65
30,2017,April,AL,56
31,2017,April,KY,141
32,2017,April,MS,17
33,2017,April,TN,626
34,2017,April,AR,423
35,2017,April,LA,26
36,2017,April,OK,57
37,2017,April,TX,3440
38,2017,April,AZ,841
39,2017,April,CO,1860
40,2017,April,ID,231
41,2017,April,MN,85
42,2017,April,NV,655
43,2017,April,NM,38
44,2017,April,UT,485
45,2017,April,WY,5
46,2017,April,AK,51
47,2017,April,CA,4418
48,2017,April,HI,0
49,2017,April,OR,157
50,2017,April,WA,1751
0,2017,May,CT,135
1,2017,May,ME,18
2,2017,May,MA,1155
3,2017,May,NH,37
4,2017,May,RI,5
5,2017,May,VT,55
6,2017,May,NJ,2018
7,2017,May,NY,1602
8,2017,May,PA,680
9,2017,May,IL,381
10,2017,May,IN,309
11,2017,May,MI,850
12,2017,May,OH,338
13,2017,May,WI,643
14,2017,May,IA,456
15,2017,May,KS,204
16,2017,May,MN,671
17,2017,May,MO,830
18,2017,May,NE,469
19,2017,May,ND,194
20,2017,May,SD,63
21,2017,May,DE,104
22,2017,May,DC,281
23,2017,May,FL,2526
24,2017,May,GA,225
25,2017,May,MD,641
26,2017,May,NC,603
27,2017,May,SC,474
28,2017,May,VA,336
29,2017,May,WV,50
30,2017,May,AL,94
31,2017,May,KY,468
32,2017,May,MS,22
33,2017,May,TN,779
34,2017,May,AR,34
35,2017,May,LA,36
36,2017,May,OK,265
37,2017,May,TX,4574
38,2017,May,AZ,964
39,2017,May,CO,550
40,2017,May,ID,309
41,2017,May,MN,108
42,2017,May,NV,489
43,2017,May,NM,44
44,2017,May,UT,379
45,2017,May,WY,8
46,2017,May,AK,13
47,2017,May,CA,3811
48,2017,May,HI,110
49,2017,May,OR,730
50,2017,May,WA,1493
0,2017,June,CT,116
1,2017,June,ME,116
2,2017,June,MA,608
3,2017,June,NH,11
4,2017,June,RI,0
5,2017,June,VT,97
6,2017,June,NJ,1159
7,2017,June,NY,1901
8,2017,June,PA,438
9,2017,June,IL,2284
10,2017,June,IN,675
11,2017,June,MI,918
12,2017,June,OH,1301
13,2017,June,WI,646
14,2017,June,IA,445
15,2017,June,KS,131
16,2017,June,MN,840
17,2017,June,MO,252
18,2017,June,NE,139
19,2017,June,ND,53
20,2017,June,SD,141
21,2017,June,DE,155
22,2017,June,DC,383
23,2017,June,FL,3906
24,2017,June,GA,836
25,2017,June,MD,204
26,2017,June,NC,997
27,2017,June,SC,480
28,2017,June,VA,1154
29,2017,June,WV,15
30,2017,June,AL,341
31,2017,June,KY,321
32,2017,June,MS,20
33,2017,June,TN,1291
34,2017,June,AR,376
35,2017,June,LA,48
36,2017,June,OK,102
37,2017,June,TX,5410
38,2017,June,AZ,807
39,2017,June,CO,2140
40,2017,June,ID,280
41,2017,June,MN,423
42,2017,June,NV,557
43,2017,June,NM,206
44,2017,June,UT,255
45,2017,June,WY,5
46,2017,June,AK,20
47,2017,June,CA,6956
48,2017,June,HI,40
49,2017,June,OR,898
50,2017,June,WA,1565
0,2017,July,CT,149
1,2017,July,ME,12
2,2017,July,MA,1288
3,2017,July,NH,71
4,2017,July,RI,0
5,2017,July,VT,26
6,2017,July,NJ,1566
7,2017,July,NY,1889
8,2017,July,PA,295
9,2017,July,IL,294
10,2017,July,IN,176
11,2017,July,MI,664
12,2017,July,OH,394
13,2017,July,WI,536
14,2017,July,IA,290
15,2017,July,KS,124
16,2017,July,MN,186
17,2017,July,MO,223
18,2017,July,NE,618
19,2017,July,ND,82
20,2017,July,SD,106
21,2017,July,DE,99
22,2017,July,DC,409
23,2017,July,FL,2492
24,2017,July,GA,1143
25,2017,July,MD,452
26,2017,July,NC,2086
27,2017,July,SC,882
28,2017,July,VA,398
29,2017,July,WV,12
30,2017,July,AL,161
31,2017,July,KY,170
32,2017,July,MS,16
33,2017,July,TN,651
34,2017,July,AR,21
35,2017,July,LA,33
36,2017,July,OK,19
37,2017,July,TX,2234
38,2017,July,AZ,77
39,2017,July,CO,1057
40,2017,July,ID,72
41,2017,July,MN,96
42,2017,July,NV,346
43,2017,July,NM,170
44,2017,July,UT,769
45,2017,July,WY,0
46,2017,July,AK,18
47,2017,July,CA,3415
48,2017,July,HI,89
49,2017,July,OR,915
50,2017,July,WA,1359
0,2017,August,CT,125
1,2017,August,ME,43
2,2017,August,MA,460
3,2017,August,NH,52
4,2017,August,RI,0
5,2017,August,VT,16
6,2017,August,NJ,1110
7,2017,August,NY,1984
8,2017,August,PA,85
9,2017,August,IL,904
10,2017,August,IN,151
11,2017,August,MI,322
12,2017,August,OH,1218
13,2017,August,WI,195
14,2017,August,IA,764
15,2017,August,KS,523
16,2017,August,MN,788
17,2017,August,MO,827
18,2017,August,NE,240
19,2017,August,ND,113
20,2017,August,SD,89
21,2017,August,DE,169
22,2017,August,DC,401
23,2017,August,FL,2519
24,2017,August,GA,1197
25,2017,August,MD,388
26,2017,August,NC,2534
27,2017,August,SC,338
28,2017,August,VA,573
29,2017,August,WV,13
30,2017,August,AL,88
31,2017,August,KY,335
32,2017,August,MS,15
33,2017,August,TN,1410
34,2017,August,AR,145
35,2017,August,LA,39
36,2017,August,OK,5
37,2017,August,TX,6181
38,2017,August,AZ,1259
39,2017,August,CO,1725
40,2017,August,ID,556
41,2017,August,MN,30
42,2017,August,NV,762
43,2017,August,NM,71
44,2017,August,UT,577
45,2017,August,WY,35
46,2017,August,AK,39
47,2017,August,CA,4167
48,2017,August,HI,13
49,2017,August,OR,1660
50,2017,August,WA,2384
0,2017,September,CT,204
1,2017,September,ME,17
2,2017,September,MA,707
3,2017,September,NH,53
4,2017,September,RI,0
5,2017,September,VT,111
6,2017,September,NJ,1240
7,2017,September,NY,1448
8,2017,September,PA,348
9,2017,September,IL,925
10,2017,September,IN,158
11,2017,September,MI,896
12,2017,September,OH,644
13,2017,September,WI,581
