,Year,Month,State,Units
0,2013,January,CT,93
1,2013,January,ME,11
2,2013,January,MA,343
3,2013,January,NH,0
4,2013,January,RI,6
5,2013,January,VT,5
6,2013,January,NJ,1072
7,2013,January,NY,1623
8,2013,January,PA,350
9,2013,January,IL,85
10,2013,January,IN,101
11,2013,January,MI,117
12,2013,January,OH,888
13,2013,January,WI,145
14,2013,January,IA,10
15,2013,January,KS,286
16,2013,January,MN,103
17,2013,January,MO,171
18,2013,January,NE,52
19,2013,January,ND,0
20,2013,January,SD,194
21,2013,January,DE,47
22,2013,January,DC,0
23,2013,January,FL,2222
24,2013,January,GA,171
25,2013,January,MD,378
26,2013,January,NC,1288
27,2013,January,SC,387
28,2013,January,VA,841
29,2013,January,WV,33
30,2013,January,AL,211
31,2013,January,KY,61
32,2013,January,MS,23
33,2013,January,TN,252
34,2013,January,AR,0
35,2013,January,LA,66
36,2013,January,OK,403
37,2013,January,TX,3788
38,2013,January,AZ,440
39,2013,January,CO,818
40,2013,January,ID,26
41,2013,January,MN,33
42,2013,January,NV,10
43,2013,January,NM,162
44,2013,January,UT,121
45,2013,January,WY,5
46,2013,January,AK,0
47,2013,January,CA,2264
48,2013,January,HI,355
49,2013,January,OR,419
50,2013,January,WA,1025
0,2013,February,CT,119
1,2013,February,ME,5
2,2013,February,MA,290
3,2013,February,NH,0
4,2013,February,RI,0
5,2013,February,VT,72
6,2013,February,NJ,307
7,2013,February,NY,817
8,2013,February,PA,109
9,2013,February,IL,155
10,2013,February,IN,468
11,2013,February,MI,51
12,2013,February,OH,380
13,2013,February,WI,121
14,2013,February,IA,106
15,2013,February,KS,121
16,2013,February,MN,136
17,2013,February,MO,281
18,2013,February,NE,95
19,2013,February,ND,280
20,2013,February,SD,19
21,2013,February,DE,80
22,2013,February,DC,223
23,2013,February,FL,2619
24,2013,February,GA,1623
25,2013,February,MD,141
26,2013,February,NC,795
27,2013,February,SC,156
28,2013,February,VA,192
29,2013,February,WV,0
30,2013,February,AL,90
31,2013,February,KY,151
32,2013,February,MS,25
33,2013,February,TN,143
34,2013,February,AR,0
35,2013,February,LA,86
36,2013,February,OK,286
37,2013,February,TX,4566
38,2013,February,AZ,359
39,2013,February,CO,589
40,2013,February,ID,97
41,2013,February,MN,61
42,2013,February,NV,43
43,2013,February,NM,39
44,2013,February,UT,89
45,2013,February,WY,22
46,2013,February,AK,0
47,2013,February,CA,3855
48,2013,February,HI,13
49,2013,February,OR,662
50,2013,February,WA,781
0,2013,March,CT,377
1,2013,March,ME,46
2,2013,March,MA,359
3,2013,March,NH,22
4,2013,March,RI,0
5,2013,March,VT,10
6,2013,March,NJ,733
7,2013,March,NY,668
8,2013,March,PA,583
9,2013,March,IL,466
10,2013,March,IN,220
11,2013,March,MI,102
12,2013,March,OH,244
13,2013,March,WI,236
14,2013,March,IA,73
15,2013,March,KS,68
16,2013,March,MN,499
17,2013,March,MO,364
18,2013,March,NE,188
19,2013,March,ND,272
20,2013,March,SD,314
21,2013,March,DE,43
22,2013,March,DC,10
23,2013,March,FL,2848
24,2013,March,GA,949
25,2013,March,MD,711
26,2013,March,NC,788
27,2013,March,SC,272
28,2013,March,VA,530
29,2013,March,WV,21
30,2013,March,AL,119
31,2013,March,KY,231
32,2013,March,MS,156
33,2013,March,TN,237
34,2013,March,AR,88
35,2013,March,LA,88
36,2013,March,OK,126
37,2013,March,TX,4159
38,2013,March,AZ,144
39,2013,March,CO,1334
40,2013,March,ID,34
41,2013,March,MN,140
42,2013,March,NV,123
43,2013,March,NM,34
44,2013,March,UT,342
45,2013,March,WY,0
46,2013,March,AK,13
47,2013,March,CA,1758
48,2013,March,HI,190
49,2013,March,OR,350
50,2013,March,WA,754
0,2013,April,CT,65
1,2013,April,ME,11
2,2013,April,MA,425
3,2013,April,NH,10
4,2013,April,RI,0
5,2013,April,VT,7
6,2013,April,NJ,884
7,2013,April,NY,1584
8,2013,April,PA,266
9,2013,April,IL,405
10,2013,April,IN,240
11,2013,April,MI,122
12,2013,April,OH,946
13,2013,April,WI,645
14,2013,April,IA,151
15,2013,April,KS,1233
16,2013,April,MN,513
17,2013,April,MO,153
18,2013,April,NE,491
19,2013,April,ND,208
20,2013,April,SD,160
21,2013,April,DE,80
22,2013,April,DC,31
23,2013,April,FL,4298
24,2013,April,GA,697
25,2013,April,MD,550
26,2013,April,NC,1374
27,2013,April,SC,111
28,2013,April,VA,412
29,2013,April,WV,37
30,2013,April,AL,242
31,2013,April,KY,208
32,2013,April,MS,5
33,2013,April,TN,573
34,2013,April,AR,178
35,2013,April,LA,85
36,2013,April,OK,5
37,2013,April,TX,4393
38,2013,April,AZ,626
39,2013,April,CO,343
40,2013,April,ID,44
41,2013,April,MN,66
42,2013,April,NV,244
43,2013,April,NM,22
44,2013,April,UT,148
45,2013,April,WY,5
46,2013,April,AK,11
47,2013,April,CA,4162
48,2013,April,HI,16
49,2013,April,OR,694
50,2013,April,WA,349
0,2013,May,CT,89
1,2013,May,ME,61
2,2013,May,MA,249
3,2013,May,NH,44
4,2013,May,RI,0
5,2013,May,VT,79
6,2013,May,NJ,1643
7,2013,May,NY,1267
8,2013,May,PA,379
9,2013,May,IL,562
10,2013,May,IN,302
11,2013,May,MI,175
12,2013,May,OH,780
13,2013,May,WI,250
14,2013,May,IA,294
15,2013,May,KS,0
16,2013,May,MN,444
17,2013,May,MO,189
18,2013,May,NE,194
19,2013,May,ND,813
20,2013,May,SD,94
21,2013,May,DE,81
22,2013,May,DC,640
23,2013,May,FL,3922
24,2013,May,GA,1238
25,2013,May,MD,224
26,2013,May,NC,1374
27,2013,May,SC,295
28,2013,May,VA,617
29,2013,May,WV,61
30,2013,May,AL,213
31,2013,May,KY,247
32,2013,May,MS,10
33,2013,May,TN,695
34,2013,May,AR,111
35,2013,May,LA,80
36,2013,May,OK,265
37,2013,May,TX,4092
38,2013,May,AZ,849
39,2013,May,CO,983
40,2013,May,ID,126
41,2013,May,MN,49
42,2013,May,NV,264
43,2013,May,NM,40
44,2013,May,UT,285
45,2013,May,WY,173
46,2013,May,AK,5
47,2013,May,CA,3612
48,2013,May,HI,0
49,2013,May,OR,254
50,2013,May,WA,1343
0,2013,June,CT,183
1,2013,June,ME,26
2,2013,June,MA,1021
3,2013,June,NH,169
4,2013,June,RI,0
5,2013,June,VT,95
6,2013,June,NJ,882
7,2013,June,NY,3066
8,2013,June,PA,501
9,2013,June,IL,339
10,2013,June,IN,434
11,2013,June,MI,58
12,2013,June,OH,371
13,2013,June,WI,255
14,2013,June,IA,103
15,2013,June,KS,62
16,2013,June,MN,126
17,2013,June,MO,156
18,2013,June,NE,230
19,2013,June,ND,656
20,2013,June,SD,131
21,2013,June,DE,55
22,2013,June,DC,109
23,2013,June,FL,1333
24,2013,June,GA,1484
25,2013,June,MD,806
26,2013,June,NC,1154
27,2013,June,SC,290
28,2013,June,VA,768
29,2013,June,WV,5
30,2013,June,AL,121
31,2013,June,KY,209
32,2013,June,MS,5
33,2013,June,TN,469
34,2013,June,AR,261
35,2013,June,LA,61
36,2013,June,OK,11
37,2013,June,TX,3252
38,2013,June,AZ,144
39,2013,June,CO,764
40,2013,June,ID,77
41,2013,June,MN,26
42,2013,June,NV,555
43,2013,June,NM,171
44,2013,June,UT,194
45,2013,June,WY,5
46,2013,June,AK,13
47,2013,June,CA,2629
48,2013,June,HI,9
49,2013,June,OR,305
50,2013,June,WA,473
0,2013,July,CT,195
1,2013,July,ME,27
2,2013,July,MA,1193
3,2013,July,NH,69
4,2013,July,RI,0
5,2013,July,VT,25
6,2013,July,NJ,1193
7,2013,July,NY,1788
8,2013,July,PA,832
9,2013,July,IL,294
10,2013,July,IN,278
11,2013,July,MI,37
12,2013,July,OH,809
13,2013,July,WI,459
14,2013,July,IA,247
15,2013,July,KS,20
16,2013,July,MN,724
17,2013,July,MO,70
18,2013,July,NE,243
19,2013,July,ND,571
20,2013,July,SD,89
21,2013,July,DE,50
22,2013,July,DC,460
23,2013,July,FL,1911
24,2013,July,GA,610
25,2013,July,MD,261
26,2013,July,NC,743
27,2013,July,SC,438
28,2013,July,VA,814
29,2013,July,WV,5
30,2013,July,AL,108
31,2013,July,KY,208
32,2013,July,MS,5
33,2013,July,TN,525
34,2013,July,AR,75
35,2013,July,LA,53
36,2013,July,OK,130
37,2013,July,TX,4145
38,2013,July,AZ,575
39,2013,July,CO,462
40,2013,July,ID,82
41,2013,July,MN,268
42,2013,July,NV,0
43,2013,July,NM,7
44,2013,July,UT,246
45,2013,July,WY,21
46,2013,July,AK,23
47,2013,July,CA,4306
48,2013,July,HI,0
49,2013,July,OR,700
50,2013,July,WA,845
0,2013,August,CT,639
1,2013,August,ME,21
2,2013,August,MA,339
3,2013,August,NH,7
4,2013,August,RI,5
5,2013,August,VT,30
6,2013,August,NJ,1735
7,2013,August,NY,3017
8,2013,August,PA,190
9,2013,August,IL,177
10,2013,August,IN,414
11,2013,August,MI,108
12,2013,August,OH,1081
13,2013,August,WI,248
14,2013,August,IA,285
15,2013,August,KS,177
16,2013,August,MN,711
17,2013,August,MO,220
18,2013,August,NE,243
19,2013,August,ND,453
20,2013,August,SD,364
21,2013,August,DE,49
22,2013,August,DC,7
23,2013,August,FL,1278
24,2013,August,GA,416
25,2013,August,MD,391
26,2013,August,NC,931
27,2013,August,SC,134
28,2013,August,VA,454
29,2013,August,WV,10
30,2013,August,AL,61
31,2013,August,KY,128
32,2013,August,MS,466
33,2013,August,TN,398
34,2013,August,AR,0
35,2013,August,LA,229
36,2013,August,OK,231
37,2013,August,TX,2334
38,2013,August,AZ,239
39,2013,August,CO,1394
40,2013,August,ID,84
41,2013,August,MN,444
42,2013,August,NV,366
43,2013,August,NM,241
44,2013,August,UT,424
45,2013,August,WY,17
46,2013,August,AK,13
47,2013,August,CA,2817
48,2013,August,HI,0
49,2013,August,OR,410
50,2013,August,WA,1068
0,2013,September,CT,92
1,2013,September,ME,32
2,2013,September,MA,508
3,2013,September,NH,10
4,2013,September,RI,0
5,2013,September,VT,15
6,2013,September,NJ,771
7,2013,September,NY,1557
8,2013,September,PA,314
9,2013,September,IL,1481
10,2013,September,IN,506
11,2013,September,MI,455
12,2013,September,OH,944
13,2013,September,WI,530
14,2013,September,IA,199
15,2013,September,KS,115
16,2013,September,MN,895
17,2013,September,MO,430
18,2013,September,NE,132
19,2013,September,ND,368
20,2013,September,SD,350
21,2013,September,DE,68
22,2013,September,DC,442
23,2013,September,FL,1860
24,2013,September,GA,872
25,2013,September,MD,1489
26,2013,September,NC,1115
27,2013,September,SC,804
28,2013,September,VA,1018
29,2013,September,WV,5
30,2013,September,AL,222
31,2013,September,KY,299
32,2013,September,MS,6
33,2013,September,TN,538
34,2013,September,AR,115
35,2013,September,LA,84
36,2013,September,OK,108
37,2013,September,TX,5360
38,2013,September,AZ,71
39,2013,September,CO,874
40,2013,September,ID,187
41,2013,September,MN,7
42,2013,September,NV,128
43,2013,September,NM,53
44,2013,September,UT,66
45,2013,September,WY,0
46,2013,September,AK,7
47,2013,September,CA,1185
48,2013,September,HI,659
49,2013,September,OR,168
50,2013,September,WA,1379
0,2013,October,CT,247
1,2013,October,ME,12
2,2013,October,MA,211
3,2013,October,NH,26
4,2013,October,RI,0
5,2013,October,VT,33
6,2013,October,NJ,806
7,2013,October,NY,1536
8,2013,October,PA,546
9,2013,October,IL,756
10,2013,October,IN,654
11,2013,October,MI,305
12,2013,October,OH,889
13,2013,October,WI,507
14,2013,October,IA,747
15,2013,October,KS,191
16,2013,October,MN,502
17,2013,October,MO,699
18,2013,October,NE,163
19,2013,October,ND,1060
20,2013,October,SD,64
21,2013,October,DE,97
22,2013,October,DC,888
23,2013,October,FL,2707
24,2013,October,GA,1113
25,2013,October,MD,680
26,2013,October,NC,1763
27,2013,October,SC,414
28,2013,October,VA,172
29,2013,October,WV,10
30,2013,October,AL,191
31,2013,October,KY,209
32,2013,October,MS,10
33,2013,October,TN,836
34,2013,October,AR,78
35,2013,October,LA,94
36,2013,October,OK,44
37,2013,October,TX,7599
38,2013,October,AZ,181
39,2013,October,CO,777
40,2013,October,ID,247
41,2013,October,MN,41
42,2013,October,NV,40
43,2013,October,NM,316
44,2013,October,UT,298
45,2013,October,WY,37
46,2013,October,AK,0
47,2013,October,CA,3101
48,2013,October,HI,164
49,2013,October,OR,467
50,2013,October,WA,1329
0,2013,November,CT,65
1,2013,November,ME,19
2,2013,November,MA,258
3,2013,November,NH,5
4,2013,November,RI,0
5,2013,November,VT,22
6,2013,November,NJ,765
7,2013,November,NY,1727
8,2013,November,PA,371
9,2013,November,IL,833
10,2013,November,IN,746
11,2013,November,MI,162
12,2013,November,OH,342
13,2013,November,WI,585
14,2013,November,IA,283
15,2013,November,KS,224
16,2013,November,MN,465
17,2013,November,MO,418
18,2013,November,NE,87
19,2013,November,ND,256
20,2013,November,SD,15
21,2013,November,DE,73
22,2013,November,DC,0
23,2013,November,FL,2657
24,2013,November,GA,838
25,2013,November,MD,700
26,2013,November,NC,1357
27,2013,November,SC,212
28,2013,November,VA,557
29,2013,November,WV,15
30,2013,November,AL,143
31,2013,November,KY,233
32,2013,November,MS,5
33,2013,November,TN,217
34,2013,November,AR,206
35,2013,November,LA,60
36,2013,November,OK,256
37,2013,November,TX,3840
38,2013,November,AZ,106
39,2013,November,CO,1160
40,2013,November,ID,86
41,2013,November,MN,435
42,2013,November,NV,85
43,2013,November,NM,20
44,2013,November,UT,269
45,2013,November,WY,37
46,2013,November,AK,0
47,2013,November,CA,3886
48,2013,November,HI,0
49,2013,November,OR,266
50,2013,November,WA,1073
0,2013,December,CT,71
1,2013,December,ME,86
2,2013,December,MA,914
3,2013,December,NH,31
4,2013,December,RI,0
5,2013,December,VT,57
6,2013,December,NJ,1119
7,2013,December,NY,3216
8,2013,December,PA,243
9,2013,December,IL,259
10,2013,December,IN,663
11,2013,December,MI,194
12,2013,December,OH,541
13,2013,December,WI,574
14,2013,December,IA,97
15,2013,December,KS,195
16,2013,December,MN,699
17,2013,December,MO,105
18,2013,December,NE,139
19,2013,December,ND,100
20,2013,December,SD,109
21,2013,December,DE,73
22,2013,December,DC,0
23,2013,December,FL,1858
24,2013,December,GA,471
25,2013,December,MD,460
26,2013,December,NC,1620
27,2013,December,SC,298
28,2013,December,VA,556
29,2013,December,WV,5
30,2013,December,AL,328
31,2013,December,KY,391
32,2013,December,MS,6
33,2013,December,TN,587
34,2013,December,AR,62
35,2013,December,LA,403
36,2013,December,OK,180
37,2013,December,TX,6302
38,2013,December,AZ,1360
39,2013,December,CO,1248
40,2013,December,ID,176
41,2013,December,MN,0
42,2013,December,NV,34
43,2013,December,NM,20
44,2013,December,UT,673
45,2013,December,WY,5
46,2013,December,AK,0
47,2013,December,CA,5378
48,2013,December,HI,117
49,2013,December,OR,463
50,2013,December,WA,956
0,2014,January,CT,333
1,2014,January,ME,11
2,2014,January,MA,601
3,2014,January,NH,10
4,2014,January,RI,0
5,2014,January,VT,13
6,2014,January,NJ,603
7,2014,January,NY,561
8,2014,January,PA,566
9,2014,January,IL,280
10,2014,January,IN,382
11,2014,January,MI,325
12,2014,January,OH,262
13,2014,January,WI,296
14,2014,January,IA,66
15,2014,January,KS,422
16,2014,January,MN,250
17,2014,January,MO,407
18,2014,January,NE,65
19,2014,January,ND,0
20,2014,January,SD,166
21,2014,January,DE,7
22,2014,January,DC,277
23,2014,January,FL,3160
24,2014,January,GA,52
25,2014,January,MD,441
26,2014,January,NC,854
27,2014,January,SC,793
28,2014,January,VA,201
29,2014,January,WV,10
30,2014,January,AL,211
31,2014,January,KY,568
32,2014,January,MS,13
33,2014,January,TN,1318
34,2014,January,AR,24
35,2014,January,LA,62
36,2014,January,OK,290
37,2014,January,TX,4760
38,2014,January,AZ,392
39,2014,January,CO,336
40,2014,January,ID,40
41,2014,January,MN,0
42,2014,January,NV,85
43,2014,January,NM,198
44,2014,January,UT,428
45,2014,January,WY,0
46,2014,January,AK,0
47,2014,January,CA,1032
48,2014,January,HI,0
49,2014,January,OR,562
50,2014,January,WA,387
0,2014,February,CT,23
1,2014,February,ME,12
2,2014,February,MA,536
3,2014,February,NH,10
4,2014,February,RI,0
5,2014,February,VT,11
6,2014,February,NJ,856
7,2014,February,NY,1458
8,2014,February,PA,71
9,2014,February,IL,269
10,2014,February,IN,63
11,2014,February,MI,5
12,2014,February,OH,190
13,2014,February,WI,252
14,2014,February,IA,134
15,2014,February,KS,9
16,2014,February,MN,116
17,2014,February,MO,184
18,2014,February,NE,148
19,2014,February,ND,163
20,2014,February,SD,29
21,2014,February,DE,62
22,2014,February,DC,801
23,2014,February,FL,3614
24,2014,February,GA,1032
25,2014,February,MD,710
26,2014,February,NC,845
27,2014,February,SC,993
28,2014,February,VA,1076
29,2014,February,WV,0
30,2014,February,AL,547
31,2014,February,KY,254
32,2014,February,MS,7
33,2014,February,TN,596
34,2014,February,AR,0
35,2014,February,LA,321
36,2014,February,OK,8
37,2014,February,TX,4368
38,2014,February,AZ,1136
39,2014,February,CO,886
40,2014,February,ID,190
41,2014,February,MN,0
42,2014,February,NV,350
43,2014,February,NM,0
44,2014,February,UT,735
45,2014,February,WY,23
46,2014,February,AK,0
47,2014,February,CA,3401
48,2014,February,HI,0
49,2014,February,OR,181
50,2014,February,WA,995
0,2014,March,CT,79
1,2014,March,ME,25
2,2014,March,MA,227
3,2014,March,NH,7
4,2014,March,RI,0
5,2014,March,VT,93
6,2014,March,NJ,1438
7,2014,March,NY,3641
8,2014,March,PA,518
9,2014,March,IL,835
10,2014,March,IN,231
11,2014,March,MI,15
12,2014,March,OH,608
13,2014,March,WI,688
14,2014,March,IA,146
15,2014,March,KS,288
16,2014,March,MN,544
17,2014,March,MO,323
18,2014,March,NE,249
19,2014,March,ND,334
20,2014,March,SD,323
21,2014,March,DE,23
22,2014,March,DC,9
23,2014,March,FL,1253
24,2014,March,GA,1483
25,2014,March,MD,236
26,2014,March,NC,1196
27,2014,March,SC,389
28,2014,March,VA,240
29,2014,March,WV,36
30,2014,March,AL,546
31,2014,March,KY,329
32,2014,March,MS,221
33,2014,March,TN,487
34,2014,March,AR,266
35,2014,March,LA,106
36,2014,March,OK,373
37,2014,March,TX,3189
38,2014,March,AZ,1597
39,2014,March,CO,1551
40,2014,March,ID,268
41,2014,March,MN,24
42,2014,March,NV,388
43,2014,March,NM,107
44,2014,March,UT,255
45,2014,March,WY,5
46,2014,March,AK,0
47,2014,March,CA,3704
48,2014,March,HI,9
49,2014,March,OR,316
50,2014,March,WA,976
0,2014,April,CT,105
1,2014,April,ME,33
2,2014,April,MA,319
3,2014,April,NH,71
4,2014,April,RI,0
5,2014,April,VT,18
6,2014,April,NJ,969
7,2014,April,NY,2149
8,2014,April,PA,919
9,2014,April,IL,1187
10,2014,April,IN,278
11,2014,April,MI,76
12,2014,April,OH,429
13,2014,April,WI,382
14,2014,April,IA,559
15,2014,April,KS,20
16,2014,April,MN,105
17,2014,April,MO,773
18,2014,April,NE,299
19,2014,April,ND,644
20,2014,April,SD,298
21,2014,April,DE,38
22,2014,April,DC,64
23,2014,April,FL,2094
24,2014,April,GA,504
25,2014,April,MD,325
26,2014,April,NC,1210
27,2014,April,SC,518
28,2014,April,VA,395
29,2014,April,WV,5
30,2014,April,AL,66
31,2014,April,KY,180
32,2014,April,MS,5
33,2014,April,TN,702
34,2014,April,AR,107
35,2014,April,LA,71
36,2014,April,OK,186
37,2014,April,TX,8315
38,2014,April,AZ,1065
39,2014,April,CO,630
40,2014,April,ID,193
41,2014,April,MN,54
42,2014,April,NV,438
43,2014,April,NM,0
44,2014,April,UT,251
45,2014,April,WY,112
46,2014,April,AK,40
47,2014,April,CA,5327
48,2014,April,HI,0
49,2014,April,OR,741
50,2014,April,WA,1663
0,2014,May,CT,151
1,2014,May,ME,38
2,2014,May,MA,501
3,2014,May,NH,21
4,2014,May,RI,0
5,2014,May,VT,20
6,2014,May,NJ,1456
7,2014,May,NY,1992
8,2014,May,PA,376
9,2014,May,IL,826
10,2014,May,IN,382
11,2014,May,MI,521
12,2014,May,OH,656
13,2014,May,WI,710
14,2014,May,IA,129
15,2014,May,KS,76
16,2014,May,MN,893
17,2014,May,MO,648
18,2014,May,NE,153
19,2014,May,ND,237
20,2014,May,SD,194
21,2014,May,DE,42
22,2014,May,DC,15
23,2014,May,FL,1660
24,2014,May,GA,1221
25,2014,May,MD,186
26,2014,May,NC,886
27,2014,May,SC,249
28,2014,May,VA,614
29,2014,May,WV,13
30,2014,May,AL,141
31,2014,May,KY,144
32,2014,May,MS,11
33,2014,May,TN,635
34,2014,May,AR,550
35,2014,May,LA,70
36,2014,May,OK,373
37,2014,May,TX,6378
38,2014,May,AZ,831
39,2014,May,CO,421
40,2014,May,ID,245
41,2014,May,MN,20
42,2014,May,NV,264
43,2014,May,NM,5
44,2014,May,UT,298
45,2014,May,WY,19
46,2014,May,AK,0
47,2014,May,CA,2574
48,2014,May,HI,0
49,2014,May,OR,1296
50,2014,May,WA,1629
0,2014,June,CT,1036
1,2014,June,ME,70
2,2014,June,MA,589
3,2014,June,NH,175
4,2014,June,RI,0
5,2014,June,VT,15
6,2014,June,NJ,1255
7,2014,June,NY,1604
8,2014,June,PA,857
9,2014,June,IL,1152
10,2014,June,IN,773
11,2014,June,MI,206
12,2014,June,OH,465
13,2014,June,WI,528
14,2014,June,IA,236
15,2014,June,KS,169
16,2014,June,MN,732
17,2014,June,MO,876
18,2014,June,NE,150
19,2014,June,ND,728
20,2014,June,SD,39
21,2014,June,DE,43
22,2014,June,DC,27
23,2014,June,FL,2515
24,2014,June,GA,697
25,2014,June,MD,392
26,2014,June,NC,627
27,2014,June,SC,133
28,2014,June,VA,1251
29,2014,June,WV,5
30,2014,June,AL,432
31,2014,June,KY,118
32,2014,June,MS,5
33,2014,June,TN,405
34,2014,June,AR,96
35,2014,June,LA,131
36,2014,June,OK,428
37,2014,June,TX,3706
38,2014,June,AZ,576
39,2014,June,CO,732
40,2014,June,ID,117
41,2014,June,MN,47
42,2014,June,NV,95
43,2014,June,NM,5
44,2014,June,UT,185
45,2014,June,WY,6
46,2014,June,AK,0
47,2014,June,CA,2594
48,2014,June,HI,108
49,2014,June,OR,365
50,2014,June,WA,839
0,2014,July,CT,92
1,2014,July,ME,46
2,2014,July,MA,601
3,2014,July,NH,347
4,2014,July,RI,0
5,2014,July,VT,15
6,2014,July,NJ,2082
7,2014,July,NY,2533
8,2014,July,PA,592
9,2014,July,IL,1199
10,2014,July,IN,799
11,2014,July,MI,561
12,2014,July,OH,1051
13,2014,July,WI,383
14,2014,July,IA,99
15,2014,July,KS,32
16,2014,July,MN,633
17,2014,July,MO,478
18,2014,July,NE,173
19,2014,July,ND,628
20,2014,July,SD,57
21,2014,July,DE,57
22,2014,July,DC,910
23,2014,July,FL,2126
24,2014,July,GA,1008
25,2014,July,MD,795
26,2014,July,NC,1314
27,2014,July,SC,216
28,2014,July,VA,908
29,2014,July,WV,5
30,2014,July,AL,242
31,2014,July,KY,165
32,2014,July,MS,393
33,2014,July,TN,199
34,2014,July,AR,5
35,2014,July,LA,43
36,2014,July,OK,56
37,2014,July,TX,5127
38,2014,July,AZ,753
39,2014,July,CO,1255
40,2014,July,ID,106
41,2014,July,MN,240
42,2014,July,NV,391
43,2014,July,NM,5
44,2014,July,UT,292
45,2014,July,WY,5
46,2014,July,AK,30
47,2014,July,CA,3730
48,2014,July,HI,0
49,2014,July,OR,532
50,2014,July,WA,1268
0,2014,August,CT,159
1,2014,August,ME,68
2,2014,August,MA,482
3,2014,August,NH,191
4,2014,August,RI,11
5,2014,August,VT,74
6,2014,August,NJ,1110
7,2014,August,NY,2022
8,2014,August,PA,349
9,2014,August,IL,413
10,2014,August,IN,197
11,2014,August,MI,294
12,2014,August,OH,1187
13,2014,August,WI,549
14,2014,August,IA,167
15,2014,August,KS,96
16,2014,August,MN,585
17,2014,August,MO,326
18,2014,August,NE,307
19,2014,August,ND,506
20,2014,August,SD,137
21,2014,August,DE,40
22,2014,August,DC,754
23,2014,August,FL,1448
24,2014,August,GA,663
25,2014,August,MD,269
26,2014,August,NC,1698
27,2014,August,SC,242
28,2014,August,VA,403
29,2014,August,WV,80
30,2014,August,AL,407
31,2014,August,KY,142
32,2014,August,MS,10
33,2014,August,TN,78
34,2014,August,AR,5
35,2014,August,LA,194
36,2014,August,OK,24
37,2014,August,TX,6575
38,2014,August,AZ,734
39,2014,August,CO,932
40,2014,August,ID,162
41,2014,August,MN,127
42,2014,August,NV,450
43,2014,August,NM,16
44,2014,August,UT,179
45,2014,August,WY,5
46,2014,August,AK,12
47,2014,August,CA,2742
48,2014,August,HI,0
49,2014,August,OR,394
50,2014,August,WA,1494
0,2014,September,CT,247
1,2014,September,ME,22
2,2014,September,MA,420
3,2014,September,NH,23
4,2014,September,RI,0
5,2014,September,VT,17
6,2014,September,NJ,1385
7,2014,September,NY,2710
8,2014,September,PA,982
9,2014,September,IL,372
10,2014,September,IN,870
11,2014,September,MI,392
12,2014,September,OH,481
13,2014,September,WI,538
14,2014,September,IA,777
15,2014,September,KS,859
16,2014,September,MN,978
17,2014,September,MO,821
18,2014,September,NE,113
19,2014,September,ND,346
20,2014,September,SD,17
21,2014,September,DE,35
22,2014,September,DC,374
23,2014,September,FL,1173
24,2014,September,GA,341
25,2014,September,MD,1093
26,2014,September,NC,1627
27,2014,September,SC,613
28,2014,September,VA,760
29,2014,September,WV,5
30,2014,September,AL,251
31,2014,September,KY,194
32,2014,September,MS,15
33,2014,September,TN,322
34,2014,September,AR,138
35,2014,September,LA,434
36,2014,September,OK,311
37,2014,September,TX,5440
38,2014,September,AZ,263
39,2014,September,CO,1362
40,2014,September,ID,169
41,2014,September,MN,132
42,2014,September,NV,442
43,2014,September,NM,16
44,2014,September,UT,623
45,2014,September,WY,6
46,2014,September,AK,25
47,2014,September,CA,3381
48,2014,September,HI,0
49,2014,September,OR,461
50,2014,September,WA,1740
0,2014,October,CT,200
1,2014,October,ME,18
2,2014,October,MA,382
3,2014,October,NH,78
4,2014,October,RI,6
5,2014,October,VT,12
6,2014,October,NJ,500
7,2014,October,NY,1111
8,2014,October,PA,517
9,2014,October,IL,787
10,2014,October,IN,367
11,2014,October,MI,162
12,2014,October,OH,562
13,2014,October,WI,427
14,2014,October,IA,317
15,2014,October,KS,545
16,2014,October,MN,675
17,2014,October,MO,457
18,2014,October,NE,297
19,2014,October,ND,594
20,2014,October,SD,186
21,2014,October,DE,124
22,2014,October,DC,471
23,2014,October,FL,3095
24,2014,October,GA,1187
25,2014,October,MD,201
26,2014,October,NC,1331
27,2014,October,SC,670
28,2014,October,VA,1078
29,2014,October,WV,5
30,2014,October,AL,468
31,2014,October,KY,50
32,2014,October,MS,10
33,2014,October,TN,1859
34,2014,October,AR,169
35,2014,October,LA,339
36,2014,October,OK,333
37,2014,October,TX,4669
38,2014,October,AZ,672
39,2014,October,CO,1363
40,2014,October,ID,364
41,2014,October,MN,166
42,2014,October,NV,427
43,2014,October,NM,108
44,2014,October,UT,393
45,2014,October,WY,5
46,2014,October,AK,60
47,2014,October,CA,5954
48,2014,October,HI,84
49,2014,October,OR,1301
50,2014,October,WA,1305
0,2014,November,CT,66
1,2014,November,ME,61
2,2014,November,MA,922
3,2014,November,NH,11
4,2014,November,RI,0
5,2014,November,VT,108
6,2014,November,NJ,850
7,2014,November,NY,1997
8,2014,November,PA,603
9,2014,November,IL,400
10,2014,November,IN,234
11,2014,November,MI,169
12,2014,November,OH,475
13,2014,November,WI,298
14,2014,November,IA,225
15,2014,November,KS,625
16,2014,November,MN,85
17,2014,November,MO,433
18,2014,November,NE,488
19,2014,November,ND,345
20,2014,November,SD,0
21,2014,November,DE,50
22,2014,November,DC,35
23,2014,November,FL,1474
24,2014,November,GA,421
25,2014,November,MD,717
